us_an_apg_63_baz	AN/APG-63	8	search	120000	radar	acmLock,bvrLock,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	8	
us_an_apg_63_psp	AN/APG-63	8	search	120000	radar	acmLock,bvrLock,illumination,main,ram,search,searchModes,track,trackRamSwitch,velocityLock		
us_an_apg_63_v_1	AN/APG-63	8	search	120000	radar	acmLock,bvrLock,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	8	
us_an_apg_63_v_3	AN/APG-63	8	search	150000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	8	
us_an_apg_65	AN/APG-65	8	search	100000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws,velocityLock	4	
us_an_apg_65gy	AN/APG-65	8	search	100000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track,tws,velocityLock	4	
us_an_apg_65q	AN/APG-65	8	search	100000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track,tws,velocityLock	4	
us_an_apg_66	AN/APG-66	8	search	100000	radar	acmLock,bvrLock,main,search,searchModes,track		
us_an_apg_66_m_247	M-247 TA	8	search	150000	radar	search		
us_an_apg_66_v_1	AN/APG-66	8	search	100000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track		
us_an_apg_66_v_2	AN/APG-66	8	search	150000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws	6	
us_an_apg_66_v_2_hms	AN/APG-66	8	search	150000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws	6	
us_an_apg_66_v_3	AN/APG-66	8	search	150000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws	6	
us_an_apg_66h	AN/APG-66	8	search	100000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track		
us_an_apg_66s	AN/APG-66S	8	search	150000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track,tws	6	
us_an_apg_67	AN/APG-67	8	search	150000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws,velocityLock		
us_an_apg_68	AN/APG-68	8	search	150000	radar	acmLock,bvrLock,illumination,main,search,searchModes,track,tws	6	
us_an_apg_68_v_5	AN/APG-68	8	search	150000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	6	
us_an_apg_68_v_7	AN/APG-68	8	search	150000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	6	
us_an_apg_68_v_9	AN/APG-68	8	search	150000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	6	
us_an_apg_69	AN/APG-69	8	search	150000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws,velocityLock		
us_an_apg_70	AN/APG-63	8	search	120000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	8	
us_an_apg_70i	AN/APG-63	8	search	120000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	8	
us_an_apg_71	AN/AWG-9	8	search	150000	radar	gtmTrack,illumination,irstSearchModes,irstTrack,lock,main,radarAcmTrack,radarBvrLock,radarBvrTrack,radarSearchModes,search,sensorTypes,tws,velocityLock	6	1
us_an_apg_73	AN/APG-65	8	search	120000	radar	acmLock,bvrLock,gtmTrack,illumination,main,search,searchModes,track,tws,velocityLock	4	
us_an_apg_73_hms	AN/APG-65	8	search	120000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	4	
us_an_apg_76_an_asx_1	AN/APG-76 / AN/ASX-1	9	search	150000	radar	lock,search,track		
us_an_apg_78	AN/APG-78	10	search	8000	radar	mode,search		
us_an_apg_78_v6	AN/APG-78	10	search	16000	radar	mode,search		
us_an_apg_79	AN/APG-79	8	search	150000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	12	
us_an_apg_83	AN/APG-83	8	search	150000	radar	acmLock,bvrLock,gtmTrack,helmetDesignation,illumination,main,search,searchModes,track,tws,velocityLock	12	
us_an_apq_100	AN/APQ-72	8	search	100000	radar	illumination,lock,search,track		
us_an_apq_104	AN/APQ-104	8	search	75000	radar	lock,search,track		
us_an_apq_113	AN/APQ-113	9	search	80000	radar	lock,search,track		
us_an_apq_120	AN/APQ-120	8	search	120000	radar	illumination,lock,search,track		
us_an_apq_159	AN/APQ-159	8	search	75000	radar	lock,search,track		
us_an_apq_159_hms	AN/APQ-159	8	search	75000	radar	helmetDesignation,lock,search,track		
us_an_apq_159_v	AN/APQ-159	8	search	75000	radar	lock,search,track		
us_an_apq_169	AN/APQ-159	8	search	75000	radar	lock,search,track		
us_an_apq_50	AN/APQ-50	8	search	100000	radar	lock,search,track		
us_an_apq_51	AN/APQ-51	8	search	100000	radar	illumination,lock,search,track		
us_an_apq_72	AN/APQ-72	8	search	100000	radar	illumination,lock,search,track		
us_an_apq_94	AN/APQ-94	8	search	75000	radar	lock,main,scanSide,search,sensorTypes,track		1
us_an_apr_25	AN/APR-25				rwr			
us_an_apr_27	AN/APR-27				rwr			
us_an_apr_32	AN/APR-32				rwr			
us_an_apr_36	AN/APR-36				rwr			
us_an_apr_39	AN/APR-39				rwr			
us_an_apr_39_apr_48	AN/APR-39				rwr			
us_an_apr_39_v1	AN/APR-39(V)1				rwr			
us_an_apr_39_v2	AN/APR-39(V)2				rwr			
us_an_apr_39_v4_apr_48	AN/APR-39A(V)4				rwr			
us_an_apr_39a_v1	AN/APR-39A(V)1				rwr			
us_an_apr_39a_v1_apr_48	AN/APR-39A(V)1				rwr			
us_an_apr_39a_v2	AN/APR-39A(V)2				rwr			
us_an_apr_39b_v2	AN/APR-39B(V)2				rwr			
us_an_aps_109	AN/APS-109				rwr			
us_an_aps_19	AN/APS-19	8	search	60000	radar	lock,search,track		
us_an_aps_21	AN/APS-21	8	search	45000	radar	search		
us_an_aps_31	AN/APS-31	8	search	150000	radar	search		
us_an_aps_4	AN/APS-4	8	search	100000	radar	search		
us_an_aps_54	AN/APS-54				rwr			
us_an_aps_6	AN/APS-6	8	search	60000	radar	lock,search,track		
us_an_aps_67	AN/APS-67	8	search	45000	radar	search		
us_an_asg_14	AN/ASG-14	8	search	37000	radar	lock,search,track		
us_an_asg_19	AN/ASG-19	8	search	37000	radar	lock,search,track		
us_an_asq_213_esm	AN/ASQ-213	2	search	250000	radar	lock,track,tws		
us_an_avr-2	AN/AVR-2				lws			
us_an_avr-2a	AN/AVR-2A				lws			
us_an_avs-2	AN/AVS-2				lws			
us_an_awg_9	AN/AWG-9	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,tws,velocityLock	6	
us_an_awg_9_tiseo	AN/AWG-9	8	search	150000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track,tws,velocityLock	6	
us_an_mpq_50	AN/MPQ-50	7	search	180000	radar	search		
us_an_mpq_53	AN/MPQ-53	6	track	180000	radar	illumination,lock,track		
us_an_mpq_61	AN/MPQ-61	8	track	60000	radar	illumination,lock,track		
us_an_mpq_64	AN/MPQ-64	8	search	150000	radar	tws	4	
us_an_vps_2	AN/VPS-2	8	track	7000	radar	lock,track		
us_chaparral_track	Chapparal	-1	track	10000	radar	lock,track		
us_comanche_fcr	AN/APG-78	10	search	8000	radar	mode,search		
us_flir	us_flir				lds			
us_harm_a_esm	AGM-88 HAS	4	search	250000	radar	lock,track,tws		
us_harm_c_esm	AGM-88 HAS	4	search	250000	radar	lock,track,tws		
us_lav_ad_track	LAV-AD	-1	track	10000	radar	lock,track		
us_lws_310	LWS-310				lws			
us_m_247_track	AN/APG-66	8	track	20000	radar	lock,track		
us_ma_1	MA-1	8	search	90000	radar	acmLock,helmetDesignation,lock,main,search,sensorTypes,track		1
us_md_1a	MD-1A	8	search	90000	radar	lock,search,track		
us_mk_x	Mk.X	5	search	14000	radar	search		
us_nasarr	NASARR	8	search	40000	radar	illumination,lock,search,track		
us_phalanx_search	Phalanx Search Radar	9	search	120000	radar	search		
us_phalanx_track	Phalanx Track Radar	9	track	20000	radar	lock,track		
us_r21g_m1	US R21G M1	8	search	45000	radar	acmLock,acmLockModes,bvrLock,illumination,main,search,searchModes,track		
us_tps_59	AN/TPS-59	5	search	180000	radar	search		
